employee_id,month,year,total_tasks_assigned,total_tasks_completed,avg_completion_percentage,on_time_completion_rate,total_hours_worked,expected_hours,avg_task_progress,productivity_score,performance_status
26,8,2024,21,7,40.31,32.65,112.5,176.0,38.23,43.2,Needs Improvement
49,7,2024,18,16,90.01,91.74,140.0,176.0,90.88,86.0,Excellent
2,3,2024,22,15,69.79,63.43,132.2,176.0,69.1,66.8,Good
25,5,2024,5,2,54.32,43.44,140.5,176.0,52.19,48.0,Needs Improvement
3,7,2025,26,16,67.56,53.59,139.1,176.0,70.65,69.5,Good
8,8,2025,20,16,88.76,100.0,156.2,176.0,84.42,91.8,Outstanding
44,8,2025,7,3,61.41,54.7,123.2,176.0,62.16,61.9,Good
33,9,2025,27,15,61.11,70.79,115.4,176.0,63.18,64.4,Good
42,12,2025,25,15,63.33,61.18,119.8,176.0,70.07,63.1,Good
35,11,2024,13,8,61.6,71.43,158.2,176.0,61.86,69.5,Good
6,6,2024,27,17,63.5,63.19,165.3,176.0,57.54,69.7,Good
39,6,2025,8,7,89.69,89.16,167.5,176.0,93.06,94.8,Outstanding
23,3,2024,25,19,72.95,82.55,136.8,176.0,68.51,77.6,Excellent
25,8,2025,9,4,57.95,46.58,103.1,176.0,54.6,58.2,Needs Improvement
50,2,2025,15,6,49.47,31.74,153.9,176.0,46.97,47.4,Needs Improvement
43,6,2025,25,11,43.95,38.1,122.4,176.0,43.02,43.3,Needs Improvement
19,8,2025,13,10,82.92,71.28,148.7,176.0,89.38,75.7,Excellent
5,6,2024,7,4,60.82,58.69,117.5,176.0,64.08,60.0,Good
11,11,2025,10,5,49.25,36.57,131.7,176.0,43.75,56.2,Needs Improvement
12,10,2025,28,22,81.12,81.5,140.1,176.0,88.69,78.7,Excellent
10,8,2025,15,12,80.13,94.13,131.4,176.0,85.43,79.5,Excellent
8,5,2025,13,3,21.72,22.06,95.8,176.0,23.8,29.9,Low Productivity
24,11,2024,19,7,41.17,33.55,117.1,176.0,29.59,47.2,Needs Improvement
28,2,2024,27,19,74.37,87.66,160.5,176.0,70.14,80.2,Excellent
41,10,2024,7,3,63.89,62.19,96.7,176.0,63.93,57.6,Needs Improvement
36,8,2025,5,2,54.28,58.48,105.5,176.0,62.56,56.6,Needs Improvement
37,2,2024,24,12,49.35,46.01,115.2,176.0,55.97,52.0,Needs Improvement
21,9,2025,26,20,82.0,82.06,127.9,176.0,77.18,85.7,Excellent
8,1,2024,23,18,79.25,71.31,143.5,176.0,70.85,81.7,Excellent
9,7,2025,18,10,54.4,47.05,118.7,176.0,53.49,61.9,Good
47,9,2024,21,14,65.81,72.36,136.9,176.0,66.51,79.5,Excellent
15,6,2024,26,14,54.04,51.11,126.5,176.0,47.84,61.0,Good
48,6,2025,18,7,49.12,27.67,94.8,176.0,44.77,41.4,Needs Improvement
46,4,2024,21,14,70.13,72.67,131.2,176.0,80.72,73.5,Good
40,1,2024,29,11,35.75,51.6,100.0,176.0,33.88,51.1,Needs Improvement
18,8,2025,18,12,77.26,73.36,151.5,176.0,75.75,76.4,Excellent
42,3,2024,16,13,77.76,78.31,135.6,176.0,91.89,78.3,Excellent
20,8,2024,20,8,39.77,26.33,107.3,176.0,38.07,46.1,Needs Improvement
6,10,2025,5,3,66.81,62.15,115.2,176.0,61.76,59.5,Needs Improvement
12,5,2024,17,12,83.31,70.56,140.2,176.0,79.76,77.2,Excellent
2,7,2024,10,7,81.05,72.08,141.1,176.0,82.51,80.3,Excellent
7,4,2024,21,15,69.47,60.35,163.0,176.0,67.09,73.7,Good
16,3,2024,16,13,84.37,98.9,146.7,176.0,83.72,89.5,Excellent
3,9,2025,27,14,48.14,46.19,144.2,176.0,47.92,58.8,Needs Improvement
45,7,2024,23,14,75.64,48.64,153.6,176.0,91.38,68.6,Good
3,11,2025,10,3,35.58,47.7,102.0,176.0,39.14,42.0,Needs Improvement
27,12,2025,11,5,55.4,51.64,118.5,176.0,50.64,54.2,Needs Improvement
50,2,2024,5,3,71.77,72.62,130.3,176.0,70.89,72.7,Good
43,12,2025,5,2,57.03,50.48,100.0,176.0,61.04,48.1,Needs Improvement
40,7,2025,9,7,85.05,91.05,185.4,176.0,90.47,95.6,Outstanding
38,2,2024,10,7,69.87,75.87,130.8,176.0,61.85,75.4,Excellent
33,6,2025,20,19,98.65,85.07,144.2,176.0,91.57,91.9,Outstanding
28,7,2025,29,15,57.75,40.68,106.8,176.0,60.1,50.5,Needs Improvement
1,10,2025,20,16,90.91,74.44,134.8,176.0,87.72,80.6,Excellent
8,10,2024,18,13,82.75,70.6,135.2,176.0,78.86,76.0,Excellent
37,12,2025,5,2,61.57,52.71,143.1,176.0,62.5,59.9,Needs Improvement
32,5,2025,17,8,44.3,49.56,145.4,176.0,48.26,57.6,Needs Improvement
48,7,2024,24,14,57.62,58.91,97.7,176.0,56.42,55.4,Needs Improvement
43,5,2025,14,5,34.69,33.63,135.1,176.0,24.97,41.6,Needs Improvement
37,3,2025,28,18,66.08,69.99,158.6,176.0,63.44,75.5,Excellent
4,5,2024,14,9,59.81,75.09,126.2,176.0,54.01,73.9,Good
30,9,2025,13,9,76.45,63.16,122.0,176.0,79.26,70.2,Good
6,10,2024,17,10,56.51,50.69,137.1,176.0,66.76,58.2,Needs Improvement
46,4,2024,7,3,46.1,53.28,111.9,176.0,47.54,57.4,Needs Improvement
19,7,2024,22,13,58.73,57.39,151.1,176.0,60.93,65.2,Good
32,1,2024,24,9,31.45,44.85,117.9,176.0,35.51,44.6,Needs Improvement
9,9,2024,6,4,76.62,65.52,127.4,176.0,83.36,76.5,Excellent
12,8,2025,21,11,48.09,43.27,126.7,176.0,45.18,55.9,Needs Improvement
11,8,2024,23,17,79.87,72.3,142.9,176.0,79.61,76.3,Excellent
46,3,2025,27,15,61.6,61.13,96.8,176.0,66.34,53.8,Needs Improvement
16,5,2025,17,9,53.77,53.71,110.4,176.0,49.06,55.6,Needs Improvement
1,3,2025,17,6,37.28,40.16,102.8,176.0,29.73,44.9,Needs Improvement
45,12,2025,5,4,87.31,87.36,158.7,176.0,84.99,91.2,Outstanding
21,3,2024,6,4,77.67,91.2,155.0,176.0,83.95,81.3,Excellent
30,6,2025,5,3,73.48,79.44,158.6,176.0,74.18,77.1,Excellent
13,4,2024,28,22,80.5,67.98,133.6,176.0,78.17,67.5,Good
34,6,2024,9,5,58.42,72.55,110.0,176.0,63.5,66.2,Good
4,3,2025,28,14,49.8,57.73,109.7,176.0,52.56,50.3,Needs Improvement
28,4,2024,7,4,58.82,66.71,115.8,176.0,54.94,60.5,Good
38,6,2024,11,6,55.94,51.54,112.6,176.0,54.99,53.7,Needs Improvement
31,2,2024,28,16,46.0,51.82,127.1,176.0,40.88,59.4,Needs Improvement
27,3,2025,26,12,51.0,47.17,128.7,176.0,51.72,54.5,Needs Improvement
5,12,2024,17,12,82.05,77.16,134.5,176.0,85.23,75.3,Excellent
25,2,2025,27,12,45.2,57.54,126.0,176.0,32.91,55.0,Needs Improvement
3,12,2024,22,9,35.66,49.43,130.0,176.0,30.56,51.8,Needs Improvement
33,4,2024,28,15,51.74,56.76,124.3,176.0,60.14,59.0,Needs Improvement
4,8,2025,25,23,89.39,92.33,137.6,176.0,87.71,79.1,Excellent
25,10,2025,11,5,54.47,48.6,114.6,176.0,62.77,60.0,Needs Improvement
20,12,2025,5,4,83.92,86.23,166.8,176.0,77.54,90.2,Outstanding
34,8,2024,9,2,25.73,32.96,111.5,176.0,23.08,39.1,Low Productivity
26,5,2024,21,6,41.46,21.45,90.4,176.0,42.54,33.3,Low Productivity
5,12,2024,12,10,91.72,90.98,170.4,176.0,90.12,89.5,Excellent
35,11,2024,19,13,73.41,80.78,133.0,176.0,79.74,73.7,Good
28,10,2025,24,21,90.28,81.7,136.5,176.0,89.69,91.8,Outstanding
29,12,2024,8,6,86.53,97.2,144.8,176.0,90.09,85.7,Excellent
9,9,2024,6,4,73.38,62.74,114.2,176.0,67.92,68.1,Good
38,4,2024,9,4,56.53,43.22,127.6,176.0,57.85,58.7,Needs Improvement
50,1,2025,5,4,99.02,97.41,168.5,176.0,97.45,93.4,Outstanding
6,4,2024,29,20,73.05,83.1,122.2,176.0,68.04,74.3,Good
19,6,2024,9,4,48.68,51.72,116.6,176.0,51.01,49.0,Needs Improvement
44,12,2025,10,4,47.07,48.9,130.1,176.0,53.88,58.4,Needs Improvement
11,12,2024,6,2,30.64,47.77,86.8,176.0,27.66,37.4,Low Productivity
2,10,2025,5,4,82.16,70.54,126.9,176.0,84.27,76.5,Excellent
47,11,2025,8,2,26.07,19.48,103.1,176.0,24.99,23.4,Low Productivity
44,5,2024,11,9,86.06,74.23,147.5,176.0,86.6,83.4,Excellent
44,8,2025,26,20,81.2,70.46,142.5,176.0,85.4,76.9,Excellent
9,9,2024,5,4,83.85,75.43,143.3,176.0,91.05,79.1,Excellent
21,7,2025,5,3,66.95,70.63,114.1,176.0,73.16,62.5,Good
24,5,2025,12,4,37.27,43.23,83.9,176.0,33.52,41.7,Needs Improvement
34,12,2025,24,14,69.28,69.02,109.6,176.0,62.56,59.5,Needs Improvement
22,4,2024,20,8,40.65,49.61,121.6,176.0,30.59,44.3,Needs Improvement
3,7,2025,25,15,54.6,54.11,143.7,176.0,57.77,61.6,Good
12,3,2024,17,4,27.54,27.48,98.2,176.0,24.91,35.7,Low Productivity
28,6,2025,27,9,37.96,29.41,118.9,176.0,43.27,40.7,Needs Improvement
30,3,2024,28,8,35.23,36.24,96.0,176.0,30.06,38.9,Low Productivity
26,1,2024,27,20,70.03,76.36,135.3,176.0,72.26,73.1,Good
48,3,2025,22,16,67.15,81.73,153.6,176.0,58.3,75.4,Excellent
21,6,2024,24,21,92.64,100.0,160.0,176.0,95.16,96.3,Outstanding
28,5,2024,14,8,64.9,63.66,133.8,176.0,66.85,70.2,Good
26,12,2024,16,8,52.39,45.35,121.1,176.0,46.89,57.9,Needs Improvement
33,2,2025,5,2,52.48,32.2,98.8,176.0,53.44,47.5,Needs Improvement
21,1,2025,14,7,54.31,47.18,124.8,176.0,64.65,56.8,Needs Improvement
35,7,2025,13,6,53.79,56.17,122.8,176.0,57.23,51.1,Needs Improvement
34,4,2024,7,2,37.7,37.18,139.8,176.0,52.47,42.7,Needs Improvement
41,9,2025,23,16,67.98,75.27,137.6,176.0,68.74,71.6,Good
47,9,2024,13,6,48.28,55.77,116.6,176.0,51.17,55.5,Needs Improvement
18,7,2024,14,12,83.91,96.07,156.5,176.0,81.53,92.5,Outstanding
11,3,2024,23,17,79.82,65.21,163.9,176.0,81.05,77.1,Excellent
23,6,2024,20,7,37.14,44.54,114.6,176.0,32.26,36.9,Low Productivity
48,9,2024,28,19,77.51,73.87,133.9,176.0,82.04,77.7,Excellent
22,6,2025,22,17,80.97,66.46,130.6,176.0,76.94,72.3,Good
17,6,2025,18,15,77.69,86.87,134.9,176.0,86.02,79.5,Excellent
5,12,2025,7,4,68.45,60.34,148.3,176.0,61.72,72.3,Good
44,6,2024,6,4,64.52,79.15,135.7,176.0,63.0,72.8,Good
11,6,2024,5,2,56.49,55.98,154.1,176.0,55.24,62.1,Good
30,11,2025,22,9,56.39,34.36,115.2,176.0,50.8,48.8,Needs Improvement
15,4,2024,28,22,82.58,85.23,152.9,176.0,83.75,84.3,Excellent
27,3,2025,13,7,59.19,64.66,118.2,176.0,56.53,61.1,Good
35,12,2024,17,15,89.59,85.09,139.4,176.0,96.61,86.8,Excellent
33,4,2025,6,5,91.85,96.33,163.5,176.0,87.79,99.5,Outstanding
20,11,2025,11,3,28.21,26.77,121.1,176.0,30.32,40.1,Needs Improvement
16,5,2024,20,13,70.97,74.88,119.4,176.0,70.54,73.1,Good
34,3,2025,25,11,43.64,46.73,107.0,176.0,42.57,50.6,Needs Improvement
2,9,2024,23,8,35.32,48.36,101.3,176.0,35.77,49.4,Needs Improvement
35,8,2025,29,14,44.12,43.28,130.6,176.0,47.67,55.1,Needs Improvement
40,6,2024,19,8,42.42,35.5,119.5,176.0,32.98,50.0,Needs Improvement
28,11,2025,26,11,39.98,39.21,114.9,176.0,40.22,51.1,Needs Improvement
47,10,2025,15,6,53.18,46.93,105.0,176.0,49.05,52.7,Needs Improvement
39,2,2024,5,4,95.84,96.78,182.5,176.0,92.09,100.0,Outstanding
6,7,2025,25,22,80.55,92.69,167.0,176.0,81.77,89.2,Excellent
9,10,2025,11,8,67.8,64.17,108.9,176.0,73.3,73.8,Good
20,12,2024,24,17,71.72,65.3,149.7,176.0,79.47,72.6,Good
1,12,2025,12,6,56.13,63.03,118.0,176.0,53.22,55.8,Needs Improvement
8,11,2024,14,11,85.28,86.48,137.8,176.0,71.03,84.9,Excellent
23,9,2025,9,5,60.91,70.01,143.5,176.0,61.26,68.4,Good
3,2,2024,13,7,58.06,58.87,134.0,176.0,48.96,60.1,Good
4,10,2024,29,20,67.49,73.29,138.1,176.0,69.7,69.7,Good
25,2,2025,29,24,88.03,81.39,134.7,176.0,83.53,83.4,Excellent
47,7,2024,5,2,57.59,42.21,140.8,176.0,59.31,58.5,Needs Improvement
38,5,2024,6,2,41.24,51.76,96.2,176.0,36.97,43.3,Needs Improvement
15,7,2025,23,5,21.93,26.69,111.8,176.0,16.11,31.6,Low Productivity
21,6,2025,18,6,34.82,31.58,111.3,176.0,29.12,43.6,Needs Improvement
35,9,2024,24,17,72.17,72.14,137.2,176.0,74.16,65.6,Good
46,4,2024,14,6,52.75,42.32,108.6,176.0,46.14,48.9,Needs Improvement
14,4,2025,13,9,70.52,81.58,138.1,176.0,73.25,74.6,Good
36,5,2024,14,10,73.49,80.55,119.5,176.0,82.38,76.7,Excellent
12,3,2025,10,7,69.88,62.77,156.1,176.0,78.23,72.0,Good
17,7,2024,21,7,45.33,26.55,103.4,176.0,37.34,39.2,Low Productivity
39,6,2024,29,13,50.71,48.59,106.9,176.0,43.97,52.6,Needs Improvement
9,5,2025,10,9,96.72,92.9,150.5,176.0,99.13,91.7,Outstanding
35,5,2024,8,7,92.11,92.52,145.1,176.0,86.77,94.3,Outstanding
13,5,2024,24,21,89.01,88.12,170.1,176.0,92.11,92.3,Outstanding
15,12,2024,7,5,84.9,73.73,117.1,176.0,76.34,78.8,Excellent
18,3,2024,27,22,77.4,88.82,146.7,176.0,77.05,84.2,Excellent
33,8,2024,23,8,42.64,39.64,131.7,176.0,47.36,51.3,Needs Improvement
6,11,2024,22,9,48.18,54.53,116.6,176.0,40.42,50.4,Needs Improvement
27,10,2025,28,18,68.43,71.88,135.6,176.0,67.85,66.7,Good
23,3,2024,8,3,43.57,40.66,117.5,176.0,42.92,48.5,Needs Improvement
27,11,2024,12,7,63.14,60.54,117.1,176.0,66.17,60.7,Good
34,7,2024,21,11,59.68,51.67,131.3,176.0,56.34,58.2,Needs Improvement
46,6,2024,9,7,81.88,77.85,145.4,176.0,74.74,88.2,Excellent
38,6,2025,17,9,51.24,40.3,125.8,176.0,38.62,51.4,Needs Improvement
14,4,2024,29,14,44.57,67.72,128.0,176.0,51.2,57.6,Needs Improvement
36,10,2024,5,4,94.53,87.32,160.1,176.0,98.7,86.2,Excellent
8,12,2025,17,6,39.73,39.22,113.6,176.0,39.61,50.4,Needs Improvement
35,7,2025,8,4,70.45,61.59,141.3,176.0,70.19,59.5,Needs Improvement
19,3,2025,26,20,73.06,81.62,159.8,176.0,75.18,81.9,Excellent
30,3,2024,28,10,34.88,19.06,123.2,176.0,39.71,35.4,Low Productivity
14,4,2025,18,10,61.17,59.78,144.7,176.0,51.08,60.8,Good
20,5,2025,7,2,40.04,50.88,129.7,176.0,31.14,45.7,Needs Improvement
49,2,2025,9,6,77.93,73.13,121.8,176.0,68.3,70.6,Good
25,9,2025,11,8,78.83,91.49,184.1,176.0,77.1,87.8,Excellent
40,10,2024,5,2,48.28,46.77,119.6,176.0,49.19,47.4,Needs Improvement
24,7,2025,27,14,54.38,50.98,119.4,176.0,59.44,59.1,Needs Improvement
14,5,2024,16,12,82.34,78.25,144.2,176.0,67.78,83.4,Excellent
26,12,2025,15,7,48.47,51.55,98.9,176.0,41.78,56.7,Needs Improvement
38,7,2025,28,11,37.9,40.24,115.6,176.0,38.55,40.2,Needs Improvement
23,8,2025,12,9,78.62,70.52,128.2,176.0,79.89,71.9,Good
22,12,2025,29,18,70.53,51.76,131.2,176.0,69.53,62.4,Good
48,9,2025,10,5,49.92,57.58,124.6,176.0,44.29,55.4,Needs Improvement
19,10,2024,26,18,74.08,73.64,129.4,176.0,70.58,75.8,Excellent
46,10,2025,6,4,66.36,81.57,107.5,176.0,65.68,70.7,Good
3,7,2025,23,14,66.3,63.26,134.9,176.0,57.72,63.9,Good
42,4,2025,24,18,67.22,63.31,140.3,176.0,62.95,70.8,Good
19,3,2024,24,14,57.6,61.91,130.4,176.0,50.7,62.5,Good
9,3,2024,28,17,61.37,64.84,125.1,176.0,63.88,64.7,Good
28,7,2024,18,10,59.04,57.31,118.8,176.0,54.47,58.7,Needs Improvement
20,12,2024,5,2,46.67,64.31,124.3,176.0,40.13,57.0,Needs Improvement
45,9,2024,14,7,66.52,60.37,127.2,176.0,63.93,64.8,Good
7,10,2024,20,14,61.99,64.89,149.7,176.0,65.75,68.1,Good
14,1,2025,8,4,61.25,55.12,114.9,176.0,61.13,61.8,Good
9,5,2024,15,5,30.41,45.64,121.4,176.0,35.92,44.9,Needs Improvement
19,8,2025,20,6,25.6,23.99,115.3,176.0,30.35,32.8,Low Productivity
47,10,2024,24,9,40.71,38.64,119.8,176.0,36.96,47.0,Needs Improvement
14,11,2025,5,1,38.63,36.99,135.6,176.0,39.3,42.5,Needs Improvement
38,7,2025,20,17,83.94,80.08,125.1,176.0,89.43,84.0,Excellent
36,7,2024,23,16,64.24,68.99,165.1,176.0,61.82,70.9,Good
40,9,2024,25,13,48.21,53.64,113.9,176.0,49.41,55.5,Needs Improvement
17,11,2024,26,23,90.66,87.0,155.3,176.0,86.15,88.7,Excellent
30,5,2025,13,10,72.12,65.11,142.5,176.0,70.99,72.1,Good
9,9,2025,13,5,47.3,40.86,92.6,176.0,46.01,43.6,Needs Improvement
33,3,2024,13,4,28.85,29.67,115.6,176.0,31.99,36.5,Low Productivity
25,12,2024,21,11,56.9,62.72,136.3,176.0,54.98,65.0,Good
14,11,2025,16,8,62.37,57.97,130.0,176.0,63.44,58.8,Needs Improvement
11,7,2025,29,18,65.58,59.02,110.0,176.0,67.49,63.0,Good
35,5,2025,17,13,68.66,74.45,123.5,176.0,64.72,67.3,Good
41,8,2024,12,7,66.76,65.76,121.3,176.0,64.74,64.2,Good
14,5,2024,20,19,96.36,94.41,177.2,176.0,98.67,99.1,Outstanding
30,7,2024,22,16,75.13,63.22,141.7,176.0,84.33,74.7,Good
41,12,2024,5,3,76.62,71.03,104.9,176.0,70.33,70.4,Good
4,10,2024,5,2,58.97,62.92,157.9,176.0,61.59,65.9,Good
4,1,2024,16,13,86.66,90.02,169.8,176.0,92.73,89.3,Excellent
28,6,2025,10,6,63.95,74.77,117.5,176.0,64.43,72.7,Good
8,6,2024,13,6,45.65,40.43,111.5,176.0,41.13,45.6,Needs Improvement
2,5,2024,27,16,66.11,66.77,124.1,176.0,65.85,68.9,Good
41,9,2024,9,6,71.14,61.32,144.2,176.0,66.3,68.0,Good
46,1,2025,20,10,51.76,53.19,123.2,176.0,49.24,56.2,Needs Improvement
22,2,2024,22,10,53.47,42.8,108.6,176.0,55.4,48.1,Needs Improvement
41,3,2024,21,13,71.68,66.87,150.5,176.0,71.37,72.9,Good
16,4,2025,22,14,59.7,53.42,158.5,176.0,60.68,62.4,Good
29,7,2025,5,3,68.0,74.8,135.6,176.0,62.16,69.4,Good
49,1,2024,23,18,88.82,75.23,136.6,176.0,85.76,80.3,Excellent
48,3,2024,26,15,69.7,63.6,151.7,176.0,72.77,65.6,Good
30,6,2024,12,7,57.12,61.41,93.8,176.0,48.74,55.8,Needs Improvement
12,7,2025,7,4,71.57,73.29,122.8,176.0,64.94,70.8,Good
35,9,2025,29,13,47.84,46.47,131.6,176.0,46.31,48.5,Needs Improvement
11,12,2024,9,3,38.15,27.64,130.5,176.0,35.56,42.7,Needs Improvement
46,10,2025,27,14,55.91,66.6,118.9,176.0,59.76,61.6,Good
50,3,2025,12,6,61.01,53.15,157.6,176.0,49.04,57.6,Needs Improvement
21,3,2024,23,12,46.78,54.73,88.0,176.0,46.37,53.3,Needs Improvement
21,6,2025,22,12,52.17,66.53,140.8,176.0,59.03,63.1,Good
5,5,2024,22,14,68.78,58.48,133.8,176.0,70.42,67.8,Good
48,7,2024,25,16,61.68,63.78,124.0,176.0,54.01,65.2,Good
20,1,2025,5,2,51.99,51.92,133.6,176.0,64.13,57.3,Needs Improvement
37,1,2025,19,7,43.02,35.74,104.2,176.0,40.29,43.6,Needs Improvement
3,8,2025,22,6,39.24,33.42,88.7,176.0,27.07,38.0,Low Productivity
44,6,2025,29,10,36.85,30.82,110.1,176.0,40.91,41.1,Needs Improvement
33,11,2025,11,5,57.29,49.29,119.1,176.0,53.25,59.4,Needs Improvement
9,10,2024,20,8,45.2,45.54,103.9,176.0,54.55,51.7,Needs Improvement
9,1,2024,20,11,54.59,67.05,116.3,176.0,58.2,60.2,Good
4,9,2024,19,7,29.86,50.82,103.9,176.0,40.51,41.8,Needs Improvement
35,1,2025,10,4,42.65,49.03,93.7,176.0,37.39,51.9,Needs Improvement
17,4,2024,13,4,35.79,45.36,83.3,176.0,42.18,47.3,Needs Improvement
34,6,2025,11,4,37.47,31.55,123.9,176.0,33.41,42.4,Needs Improvement
24,6,2024,18,12,70.51,87.37,114.1,176.0,72.23,74.7,Good
32,2,2025,15,11,83.6,72.46,139.3,176.0,84.46,75.7,Excellent
1,5,2024,25,9,43.13,39.11,83.5,176.0,50.07,43.3,Needs Improvement
8,9,2024,20,9,53.21,53.44,141.9,176.0,57.26,51.4,Needs Improvement
45,2,2025,29,18,72.22,69.9,126.4,176.0,69.9,66.8,Good
23,9,2025,10,8,85.26,85.67,166.4,176.0,90.7,90.0,Outstanding
47,4,2025,26,14,52.02,38.5,155.4,176.0,51.56,54.2,Needs Improvement
40,6,2025,20,7,45.01,44.14,91.8,176.0,48.48,45.7,Needs Improvement
12,9,2025,24,19,82.71,73.0,134.0,176.0,84.19,79.7,Excellent
12,6,2025,20,6,33.96,40.38,120.4,176.0,32.9,44.3,Needs Improvement
46,5,2025,16,8,55.92,62.24,115.5,176.0,49.3,58.0,Needs Improvement
47,1,2024,21,18,86.9,89.3,154.6,176.0,87.92,90.3,Outstanding
15,10,2025,9,3,34.93,42.67,109.9,176.0,31.56,48.1,Needs Improvement
41,12,2024,29,16,55.26,51.35,89.1,176.0,49.11,51.9,Needs Improvement
19,4,2024,17,9,52.94,65.42,137.7,176.0,57.09,59.6,Needs Improvement
26,8,2024,12,11,98.0,96.53,154.1,176.0,94.84,94.1,Outstanding
29,6,2025,28,19,74.87,69.65,119.0,176.0,65.84,71.6,Good
22,6,2024,9,6,74.6,86.56,165.1,176.0,74.62,79.3,Excellent
40,6,2025,16,11,78.68,68.84,128.8,176.0,77.92,72.2,Good
21,9,2025,13,10,73.71,63.23,132.7,176.0,73.4,78.0,Excellent
38,10,2025,7,3,58.03,45.53,97.4,176.0,57.71,56.9,Needs Improvement
20,5,2025,7,5,79.71,88.42,150.5,176.0,74.68,79.1,Excellent
29,1,2025,5,2,42.38,44.8,114.9,176.0,40.38,53.3,Needs Improvement
4,4,2024,29,8,30.16,31.23,77.8,176.0,35.35,31.8,Low Productivity
7,3,2024,26,24,93.05,100.0,159.1,176.0,97.32,95.7,Outstanding
28,8,2024,22,18,83.25,88.15,161.0,176.0,81.48,87.1,Excellent
28,4,2024,28,24,87.13,84.93,156.6,176.0,90.06,89.7,Excellent
4,5,2024,16,11,68.34,67.56,156.7,176.0,68.8,69.8,Good
22,7,2024,13,12,100.0,85.93,147.2,176.0,98.35,90.0,Excellent
12,1,2024,13,8,55.2,57.17,159.1,176.0,61.43,63.7,Good
45,10,2025,22,20,94.76,96.83,156.4,176.0,90.28,91.2,Outstanding
3,1,2024,22,16,65.07,73.33,151.7,176.0,66.6,72.5,Good
22,3,2024,11,8,76.4,85.62,164.5,176.0,68.08,81.5,Excellent
44,11,2024,8,4,58.57,60.77,168.9,176.0,60.37,69.5,Good
2,1,2025,17,13,86.33,71.12,127.5,176.0,83.03,76.2,Excellent
24,9,2025,21,8,48.07,44.27,102.8,176.0,46.17,46.4,Needs Improvement
34,11,2024,28,22,79.9,81.02,146.5,176.0,78.45,75.2,Excellent
27,9,2024,6,4,73.48,73.3,133.0,176.0,62.39,76.7,Excellent
41,3,2025,18,15,90.91,86.98,136.5,176.0,82.84,80.3,Excellent
1,3,2025,7,5,86.6,96.67,121.9,176.0,90.75,84.0,Excellent
8,10,2025,9,5,61.89,55.23,133.7,176.0,62.42,68.0,Good
23,1,2024,18,13,78.97,67.95,152.4,176.0,86.26,81.2,Excellent
38,6,2025,7,4,56.02,47.19,133.9,176.0,49.18,55.3,Needs Improvement
6,10,2025,27,13,49.42,52.11,96.6,176.0,53.67,51.3,Needs Improvement
22,9,2025,11,6,60.42,41.96,101.9,176.0,62.73,56.6,Needs Improvement
25,11,2024,22,9,40.18,45.27,115.7,176.0,46.01,46.5,Needs Improvement
18,6,2025,17,10,60.38,61.71,126.1,176.0,59.84,66.8,Good
17,4,2025,27,20,66.08,69.78,134.7,176.0,66.65,65.9,Good
12,7,2024,26,8,36.79,38.31,103.5,176.0,32.4,41.2,Needs Improvement
6,4,2024,14,10,73.98,80.77,135.2,176.0,72.63,79.1,Excellent
26,1,2024,29,14,44.87,61.81,121.4,176.0,42.41,51.9,Needs Improvement
27,4,2025,17,12,79.37,77.5,154.6,176.0,72.74,80.6,Excellent
8,4,2025,20,12,58.73,61.66,115.7,176.0,59.41,59.0,Needs Improvement
19,9,2024,13,8,72.36,50.35,141.7,176.0,77.07,72.0,Good
42,6,2025,6,1,33.59,35.53,103.7,176.0,39.49,36.3,Low Productivity
1,3,2025,27,15,60.53,63.44,98.0,176.0,56.48,58.2,Needs Improvement
29,10,2025,9,6,65.82,77.66,123.8,176.0,65.64,67.0,Good
45,8,2024,26,19,73.03,56.86,140.3,176.0,72.35,70.0,Good
49,11,2024,21,13,60.54,66.74,164.5,176.0,67.91,68.2,Good
35,4,2025,27,20,66.06,80.14,129.0,176.0,74.99,75.0,Excellent
40,11,2025,26,7,31.01,36.76,92.6,176.0,24.49,36.2,Low Productivity
14,1,2024,8,4,56.72,58.15,128.9,176.0,59.15,58.9,Needs Improvement
35,8,2024,21,18,90.63,88.73,148.9,176.0,93.28,88.6,Excellent
48,5,2024,13,8,49.63,55.67,112.1,176.0,48.63,55.6,Needs Improvement
45,5,2024,24,11,48.91,48.86,93.8,176.0,42.59,47.0,Needs Improvement
20,2,2025,6,3,66.27,66.23,102.6,176.0,69.79,67.2,Good
49,2,2025,28,15,62.19,62.02,137.4,176.0,68.27,60.8,Good
13,10,2024,22,15,73.66,59.48,122.3,176.0,70.93,69.6,Good
38,9,2024,25,19,79.23,80.62,178.2,176.0,85.21,76.7,Excellent
49,12,2025,26,16,61.48,53.09,124.0,176.0,61.5,63.6,Good
46,7,2025,15,9,67.99,68.22,144.4,176.0,75.1,73.7,Good
49,3,2024,17,8,48.35,40.35,102.2,176.0,55.45,49.1,Needs Improvement
8,7,2025,12,6,50.9,43.01,126.5,176.0,50.79,54.9,Needs Improvement
43,1,2025,5,3,63.04,83.31,156.3,176.0,65.13,80.0,Excellent
20,3,2025,21,8,33.63,27.3,105.4,176.0,30.12,39.8,Low Productivity
33,1,2025,16,9,58.68,51.96,109.4,176.0,50.56,55.1,Needs Improvement
26,1,2025,8,6,69.6,76.38,135.6,176.0,70.85,73.9,Good
